merek,model,tahun,transmisi,bahan_bakar,kilometer,warna,lokasi,harga
Toyota,Yaris,2023,Manual,Bensin,30823.0,Putih,Surabaya,199600000
Toyota,Fortuner,2021,Automatic,Diesel,36977.0,Hitam,Bali,396400000
Daihatsu,Ayla,2009,Manual,Bensin,230269.0,Abu-abu,Jakarta,14800000
Mitsubishi,Xpander,2021,Manual,Bensin,65611.0,Silver,Medan,149700000
Suzuki,Ertiga,2015,Manual,Bensin,64097.0,Merah,Makassar,66500000
Mercedes-Benz,GLA,2018,Automatic,Bensin,111904.0,Biru,Bandung,312300000
Honda,HR-V,2011,MT,Bensin,160342.0,Abu-abu,Makassar,57300000
Honda,City,2014,Automatic,Bensin,86003.0,Abu-abu,Jakarta,80500000
Honda,HR-V,2020,Automatic,Bensin,57233.0,Abu-abu,Surabaya,183900000
Toyota,Avanza,2012,Manual,Bensin,131759.0,Biru,Surabaya,38200000
Suzuki,Baleno,2017,Manual,Diesel,127693.0,Hitam,Surabaya,84200000
Honda,City,2015,Automatic,Bensin,169804.0,Putih,Bandung,87300000
Toyota,Innova,2022,Manual,Bensin,19402.0,Silver,Yogyakarta,237400000
Mercedes-Benz,C-Class,2020,Automatic,Bensin,47911.0,Putih,Jakarta,481400000
Suzuki,XL7,2019,Automatic,Bensin,61649.0,Merah,Bali,137800000
Toyota,Rush,2008,Manual,Bensin,295190.0,Biru,Surabaya,23300000
Nissan,Livina,2012,Manual,Bensin,215122.0,Biru,Makassar,33500000
Toyota,Calya,2010,Manual,Bensin,235302.0,Hitam,Semarang,19100000
Suzuki,Carry,2008,Manual,Bensin,274964.0,Silver,Makassar,14100000
BMW,Seri 3,2011,Automatic,Bensin,137262.0,Putih,Bandung,140600000
Mitsubishi,Xpander,2011,Automatic,Bensin,230406.0,Silver,Yogyakarta,43600000
Suzuki,Ertiga,2022,Automatic,Bensin,48213.0,Silver,Surabaya,160000000
Mitsubishi,Xpander,2016,Manual,Bensin,204121.0,Biru,Jakarta,71000000
Mitsubishi,Pajero Sport,2016,Automatic,Diesel,113519.0,,Jakarta,217500000
Honda,HR-V,2021,Manual,Bensin,70352.0,Biru,Makassar,251500000
Toyota,Calya,2017,Manual,Bensin,116828.0,Silver,Bali,54800000
Toyota,Yaris,2009,Manual,Bensin,87813.0,Biru,Makassar,30800000
Honda,BR-V,2018,Manual,Bensin,105402.0,Abu-abu,Jakarta,111400000
Honda,City,2020,Automatic,Bensin,68376.0,Abu-abu,Bandung,184000000
Honda,HR-V,2021,Manual,Bensin,61809.0,Hitam,Makassar,197600000
Daihatsu,Terios,2009,Automatic,Bensin,198887.0,Biru,Surabaya,29400000
Nissan,Livina,2015,Automatic,Bensin,144391.0,Biru,Bali,56100000
Nissan,X-Trail,2020,Manual,Diesel,95802.0,Hitam,Yogyakarta,218000000
Honda,Brio,2016,Automatic,Bensin,92731.0,Merah,Surabaya,50200000
Suzuki,Ignis,2012,Manual,Bensin,124670.0,Merah,Surabaya,32800000
Toyota,Innova,2021,Automatic,Bensin,36955.0,Abu-abu,Bali,248900000
Toyota,Innova,2019,Automatic,Diesel,87070.0,Silver,Yogyakarta,178300000
Mercedes-Benz,GLA,2011,Automatic,Bensin,173529.0,Putih,Bali,123400000
Mitsubishi,Pajero Sport,2013,Automatic,Diesel,156116.0,Putih,Surabaya,146900000
BMW,Seri 3,2022,Automatic,Bensin,68498.0,Abu-abu,Jakarta,630700000
Suzuki,Carry,2018,Manual,Bensin,150158.0,Silver,Yogyakarta,51800000
Toyota,Rush,2011,Automatic,Bensin,214086.0,Silver,Makassar,37300000
Mercedes-Benz,E-Class,2016,Automatic,Bensin,131784.0,Hitam,Jakarta,402900000
Toyota,Agya,2014,Matic,Bensin,106202.0,Abu-abu,Jakarta,38800000
Honda,Jazz,2010,Automatic,Bensin,218722.0,Silver,Yogyakarta,32800000
Suzuki,XL7,2018,Manual,Bensin,172795.0,Putih,Surabaya,111500000
Suzuki,Ignis,2015,Manual,Bensin,170308.0,Silver,Yogyakarta,39100000
Daihatsu,Terios,2016,Manual,Bensin,34735.0,Biru,Surabaya,76300000
BMW,Seri 3,2009,Automatic,Bensin,146012.0,Merah,Yogyakarta,125200000
Honda,Brio,2017,Automatic,Bensin,77920.0,Hitam,Jakarta,72600000
Mercedes-Benz,GLA,2009,Automatic,Bensin,198048.0,Putih,Surabaya,94400000
Toyota,Calya,2021,Automatic,Bensin,102107.0,Biru,Surabaya,94500000
Toyota,Agya,2015,Manual,Bensin,234121.0,Biru,Yogyakarta,35000000
Honda,CR-V,2020,Manual,Bensin,97983.0,Putih,Makassar,234400000
Daihatsu,Ayla,2017,Manual,Bensin,98084.0,Abu-abu,Yogyakarta,47900000
Suzuki,XL7,2021,Manual,Bensin,71686.0,Putih,Yogyakarta,166600000
Honda,HR-V,2009,Automatic,Bensin,235521.0,Biru,Jakarta,41800000
Honda,Mobilio,2008,Manual,Bensin,346725.0,Merah,Makassar,17700000
Nissan,X-Trail,2019,Automatic,Diesel,75215.0,Merah,Bali,231100000
Honda,CR-V,2010,Automatic,,,,Surabaya,66000000
Honda,Mobilio,2009,Manual,Bensin,117626.0,,Jakarta,26600000
Toyota,Calya,2016,Manual,Bensin,136636.0,Putih,Makassar,49100000
Toyota,Avanza,2016,Automatic,Bensin,150781.0,Abu-abu,Medan,68500000
Suzuki,XL7,2017,Automatic,Bensin,76692.0,Abu-abu,Yogyakarta,101500000
Toyota,Fortuner,2018,Automatic,Diesel,,,Surabaya,224500000
Toyota,Innova,2012,Automatic,Bensin,268838.0,Silver,Medan,0
Mercedes-Benz,GLA,2012,Automatic,Bensin,180204.0,Abu-abu,Medan,146400000
Honda,Jazz,2010,Manual,Bensin,269729.0,Abu-abu,Makassar,25000000
Mitsubishi,Pajero Sport,2018,Manual,Diesel,97332.0,Merah,Bandung,247000000
Mercedes-Benz,GLA,2011,Automatic,Bensin,188403.0,Biru,Bali,123900000
Suzuki,Ertiga,2018,Automatic,Bensin,81150.0,Biru,Semarang,92200000
Daihatsu,Gran Max,2016,Automatic,Bensin,136461.0,Biru,Bali,45200000
Mercedes-Benz,C-Class,2017,Automatic,Bensin,111164.0,Silver,Jakarta,306100000
Honda,CR-V,2010,Manual,Bensin,64435.0,Biru,Jakarta,75400000
Honda,HR-V,2023,Manual,Bensin,42107.0,Putih,Makassar,313900000
Toyota,Fortuner,2010,Manual,Diesel,280873.0,Silver,Bandung,65800000
Daihatsu,Xenia,2020,Manual,Bensin,68873.0,Merah,Semarang,105400000
Mitsubishi,Xpander,2014,Automatic,Bensin,111881.0,Silver,Bandung,61100000
BMW,Seri 5,2022,Automatic,Bensin,33057.0,Hitam,Makassar,795500000
Mitsubishi,Xpander,2019,Automatic,Bensin,79537.0,Hitam,Makassar,116400000
Honda,City,2012,Automatic,Bensin,165813.0,Biru,Medan,52600000
Suzuki,Ignis,2023,Manual,Bensin,19457.0,Putih,Jakarta,152300000
Honda,BR-V,2011,Manual,Bensin,145984.0,Merah,Semarang,36300000
Toyota,Calya,2022,Manual,Bensin,26184.0,Abu-abu,Semarang,122300000
Toyota,Avanza,2012,Automatic,Bensin,147732.0,,Bali,35900000
Toyota,Calya,2013,Manual,Bensin,220289.0,Putih,Makassar,31700000
Honda,Brio,2015,Automatic,Bensin,99797.0,Merah,Semarang,48900000
Honda,Brio,2010,Manual,Bensin,177769.0,Biru,Semarang,18300000
Toyota,Fortuner,2011,Automatic,Bensin,185357.0,Hitam,Semarang,77500000
Toyota,Calya,2008,Manual,Bensin,199970.0,Putih,Bandung,16400000
Honda,BR-V,2010,Automatic,Bensin,169815.0,Merah,Medan,35700000
Toyota,Innova,2018,Manual,Bensin,102944.0,Merah,Jakarta,173800000
Honda,City,2018,Manual,Bensin,102636.0,Abu-abu,Bali,123900000
Suzuki,Ignis,2008,Automatic,Bensin,274267.0,Putih,Jakarta,15700000
Toyota,Fortuner,2018,Automatic,Diesel,121599.0,Hitam,Surabaya,214900000
Daihatsu,Xenia,2013,Manual,Bensin,232436.0,Merah,Makassar,33600000
Nissan,X-Trail,2018,Automatic,Diesel,125102.0,Silver,Bandung,176400000
Honda,City,2009,Automatic,Bensin,126802.0,Merah,Bali,43100000
Honda,Mobilio,2008,Automatic,Bensin,285892.0,Abu-abu,Jakarta,21400000
Mercedes-Benz,GLA,2023,Manual,Bensin,16882.0,Biru,Semarang,668000000
Honda,Jazz,2015,Automatic,Bensin,163782.0,Abu-abu,Bandung,68200000
Suzuki,XL7,2011,Automatic,Bensin,266750.0,Putih,Jakarta,38900000
Suzuki,Baleno,2021,Manual,Bensin,72125.0,Hitam,Semarang,148600000
Daihatsu,Gran Max,2019,Automatic,Bensin,56882.0,Hitam,Bali,81400000
BMW,Seri 5,2016,Automatic,Bensin,146270.0,Abu-abu,Yogyakarta,0
Mercedes-Benz,C-Class,2014,Automatic,Bensin,140716.0,Abu-abu,Makassar,217100000
Mitsubishi,Xpander,2011,Manual,Bensin,149107.0,Merah,Surabaya,40200000
Honda,HR-V,2016,Manual,Bensin,115792.0,Hitam,Surabaya,107400000
Nissan,Grand Livina,2009,Manual,Bensin,232486.0,Hitam,Semarang,21300000
Toyota,Yaris,2008,Manual,Bensin,343388.0,Merah,Yogyakarta,18400000
Honda,Mobilio,2012,Manual,Bensin,264883.0,Abu-abu,Bali,32600000
Honda,Brio,2010,Manual,Bensin,152769.0,Hitam,Makassar,21000000
Mitsubishi,Xpander,2008,Manual,Bensin,331374.0,Merah,Medan,23300000
Suzuki,XL7,2012,Automatic,Bensin,196841.0,Silver,Yogyakarta,43600000
Toyota,Agya,2008,Manual,Bensin,136356.0,Silver,Semarang,15000000
Toyota,Yaris,2014,Manual,Bensin,106619.0,,Bandung,58700000
Honda,Brio,2019,Manual,Diesel,117109.0,Abu-abu,Makassar,89800000
Mercedes-Benz,C-Class,2015,Automatic,Bensin,176182.0,Silver,Makassar,215500000
Suzuki,XL7,2017,Manual,Bensin,94439.0,Merah,Yogyakarta,90500000
Honda,Brio,2021,Automatic,Diesel,,,Semarang,110200000
Daihatsu,Sigra,2010,Manual,Diesel,145585.0,Putih,Bandung,24100000
Toyota,Avanza,2008,Manual,Bensin,250372.0,Putih,Makassar,19800000
Toyota,Fortuner,2014,Automatic,Diesel,200516.0,Hitam,Yogyakarta,123300000
Honda,Mobilio,2020,Manual,Bensin,51434.0,Merah,Surabaya,125900000
Honda,Jazz,2017,Manual,Bensin,80324.0,Hitam,Yogyakarta,78500000
Honda,Mobilio,2009,Manual,Diesel,136786.0,Merah,Yogyakarta,28900000
Toyota,Calya,2023,MT,Bensin,22799.0,Merah,Jakarta,143900000
Mitsubishi,Pajero Sport,2023,Automatic,Diesel,34704.0,Biru,Semarang,540300000
Toyota,Yaris,2012,Manual,Bensin,183455.0,Putih,Medan,42100000
Honda,HR-V,2012,Manual,Bensin,191744.0,Hitam,Makassar,54700000
Honda,Jazz,2013,Manual,Bensin,217636.0,Biru,Bandung,45900000
Nissan,X-Trail,2018,MT,Bensin,112285.0,Hitam,Semarang,162200000
Toyota,Innova,2010,Automatic,Bensin,190606.0,Merah,Makassar,53200000
Mercedes-Benz,C-Class,2012,Matic,Bensin,246484.0,Abu-abu,Bali,140300000
Suzuki,Ertiga,2013,Manual,Bensin,164458.0,Silver,Surabaya,47900000
Daihatsu,Terios,2008,Manual,Bensin,80609.0,Silver,Medan,31200000
Daihatsu,Sigra,2019,Manual,Bensin,87054.0,Abu-abu,Surabaya,77800000
Honda,Jazz,2008,Automatic,Bensin,220967.0,Silver,Semarang,26100000
Nissan,Grand Livina,2014,Manual,Diesel,67728.0,Abu-abu,Yogyakarta,50400000
Honda,Mobilio,2014,Manual,Bensin,194700.0,Merah,Bandung,48400000
Toyota,Avanza,2018,Automatic,Bensin,108339.0,Silver,Makassar,81400000
Honda,Mobilio,2013,Manual,Bensin,192657.0,Biru,Bali,35900000
Daihatsu,Xenia,2016,Manual,Bensin,46962.0,Abu-abu,Bali,64400000
Toyota,Rush,2009,Manual,Bensin,92131.0,Merah,Bandung,36600000
Nissan,X-Trail,2023,Manual,Diesel,36190.0,Silver,Surabaya,340400000
Mercedes-Benz,GLA,2015,Automatic,Bensin,166629.0,Silver,Yogyakarta,216000000
Mercedes-Benz,E-Class,2019,Automatic,Bensin,73292.0,Merah,Medan,741000000
Mercedes-Benz,GLA,2010,Automatic,Bensin,225034.0,Merah,Bali,104300000
Toyota,Agya,2016,Manual,Bensin,187171.0,Abu-abu,Bali,42900000
Honda,HR-V,2010,Manual,Bensin,296473.0,Putih,Makassar,35600000
Honda,CR-V,2018,Manual,Bensin,150847.0,Merah,Yogyakarta,164700000
Honda,Jazz,2010,Manual,Bensin,238312.0,Merah,Semarang,30800000
Nissan,X-Trail,2008,Manual,Diesel,217068.0,Merah,Yogyakarta,39200000
Suzuki,Ertiga,2008,Manual,Bensin,205119.0,Merah,Makassar,20300000
Nissan,Livina,2019,Automatic,Bensin,53582.0,Biru,Makassar,106600000
Toyota,Yaris,2010,Manual,Bensin,162948.0,Merah,Semarang,34300000
Honda,City,2016,Automatic,Bensin,169697.0,Putih,Surabaya,96200000
Toyota,Agya,2009,Manual,Bensin,290685.0,Hitam,Surabaya,15000000
Nissan,X-Trail,2018,Automatic,Bensin,100869.0,Biru,Yogyakarta,180800000
Honda,CR-V,2021,Automatic,Bensin,58321.0,Silver,Medan,265500000
Toyota,Agya,2010,Manual,Bensin,255341.0,Merah,Medan,18500000
Honda,BR-V,2020,Manual,,,,Bali,138600000
Daihatsu,Xenia,2017,Manual,Bensin,98705.0,Abu-abu,Surabaya,65400000
Toyota,Agya,2022,Manual,Bensin,41553.0,Merah,Bandung,101800000
Daihatsu,Sigra,2012,Manual,Bensin,245696.0,Putih,Bali,24000000
Mitsubishi,Xpander,2019,Manual,Bensin,70815.0,Biru,Semarang,111600000
Honda,Mobilio,2012,Manual,Bensin,147691.0,Merah,Medan,39300000
Honda,HR-V,2015,Manual,Bensin,167498.0,Abu-abu,Jakarta,91600000
Honda,City,2018,Manual,Bensin,118980.0,Silver,Bandung,128900000
Honda,Brio,2017,Manual,Bensin,107569.0,Merah,Surabaya,60500000
Toyota,Innova,2012,Automatic,Bensin,209454.0,Abu-abu,Makassar,68200000
Daihatsu,Ayla,2015,Manual,Bensin,158296.0,Hitam,Medan,35100000
Suzuki,XL7,2011,Manual,Bensin,64707.0,Abu-abu,Semarang,43000000
Honda,CR-V,2022,Manual,Bensin,31796.0,Merah,Bandung,330100000
Suzuki,Baleno,2008,Automatic,Bensin,212588.0,Silver,Bali,21800000
Nissan,X-Trail,2022,Automatic,Bensin,15816.0,Abu-abu,Surabaya,322700000
Honda,City,2008,Manual,Bensin,210815.0,Abu-abu,Makassar,28400000
Toyota,Fortuner,2018,Manual,Diesel,81785.0,Silver,Bali,223200000
Mitsubishi,Xpander,2022,Manual,Bensin,61152.0,Biru,Semarang,172600000
Daihatsu,Terios,2009,Matic,Bensin,292651.0,Putih,Makassar,24700000
Suzuki,Baleno,2008,Automatic,Bensin,197503.0,Putih,Medan,24400000
Toyota,Rush,2015,Manual,Bensin,172146.0,Hitam,Yogyakarta,68100000
Suzuki,Baleno,2021,Manual,Bensin,21813.0,Hitam,Bali,146300000
Honda,CR-V,2008,Manual,Bensin,264592.0,Abu-abu,Medan,38700000
Suzuki,Ignis,2016,Matic,Bensin,152931.0,Putih,Bali,50100000
BMW,Seri 3,2020,Automatic,Bensin,92292.0,Biru,Yogyakarta,433100000
Toyota,Agya,2019,Manual,Bensin,76021.0,Silver,Makassar,67000000
Nissan,Livina,2020,Manual,Bensin,105496.0,Hitam,Yogyakarta,105300000
Mitsubishi,Triton,2012,Manual,Diesel,264314.0,Hitam,Jakarta,60800000
Honda,Jazz,2015,Manual,Bensin,138472.0,Abu-abu,Semarang,60700000
Mitsubishi,Xpander,2021,Manual,Bensin,75144.0,Hitam,Surabaya,170700000
BMW,Seri 5,2023,Automatic,Bensin,12796.0,Abu-abu,Bandung,991300000
Toyota,Avanza,2013,Matic,Bensin,139944.0,Hitam,Jakarta,47000000
Mercedes-Benz,E-Class,2013,Automatic,Bensin,232578.0,Silver,Bandung,253100000
Suzuki,Carry,2021,Manual,Bensin,47754.0,Hitam,Yogyakarta,91600000
Daihatsu,Gran Max,2017,Manual,Bensin,120075.0,,Surabaya,50400000
Daihatsu,Gran Max,2019,Manual,Bensin,71588.0,Hitam,Makassar,75400000
Honda,City,2020,Automatic,Diesel,58940.0,Hitam,Bali,180900000
Toyota,Fortuner,2008,Automatic,Diesel,204010.0,Merah,Semarang,56100000
BMW,Seri 5,2009,Automatic,Bensin,212776.0,Merah,Bali,126400000
Toyota,Innova,2021,Manual,Bensin,62725.0,Hitam,Bandung,256400000
Daihatsu,Xenia,2009,Matic,Bensin,211761.0,Merah,Jakarta,25400000
BMW,Seri 5,2014,Automatic,,,,Bali,298700000
Toyota,Fortuner,2023,Automatic,Diesel,29751.0,Biru,Surabaya,420100000
Daihatsu,Sigra,2016,Automatic,Bensin,93954.0,Hitam,Bali,49800000
BMW,Seri 3,2018,Automatic,Bensin,69406.0,Biru,Jakarta,418700000
Suzuki,Ertiga,2011,Manual,Bensin,241832.0,Biru,Yogyakarta,31900000
Honda,Jazz,2013,Manual,Bensin,177196.0,Biru,Surabaya,47000000
Mitsubishi,Triton,2009,Manual,Diesel,290183.0,Biru,Semarang,44000000
Mitsubishi,Triton,2011,Automatic,Diesel,128887.0,Abu-abu,Jakarta,59200000
Suzuki,Ignis,2014,Manual,Diesel,109598.0,Silver,Surabaya,48300000
Toyota,Yaris,2023,Automatic,Bensin,28461.0,Merah,Jakarta,209000000
Honda,Jazz,2018,Manual,Diesel,135083.0,Merah,Surabaya,92200000
Toyota,Rush,2023,Automatic,Bensin,31085.0,Biru,Medan,218200000
Daihatsu,Sigra,2020,Manual,Bensin,84224.0,Abu-abu,Semarang,69800000
Suzuki,XL7,2022,Manual,Bensin,51859.0,Merah,Surabaya,191600000
Honda,Mobilio,2022,Manual,Bensin,32958.0,Abu-abu,Bali,160400000
Mercedes-Benz,E-Class,2015,Automatic,Bensin,153070.0,Hitam,Yogyakarta,354400000
Honda,CR-V,2020,Manual,Bensin,63586.0,Merah,Yogyakarta,229200000
BMW,Seri 3,2010,Automatic,Bensin,144309.0,Hitam,Makassar,114300000
Toyota,Yaris,2014,Automatic,Bensin,228708.0,Hitam,Bandung,48500000
Honda,City,2012,Automatic,Bensin,249568.0,Silver,Semarang,56300000
Mercedes-Benz,E-Class,2023,Manual,Diesel,42135.0,Putih,Makassar,1171200000
Toyota,Rush,2008,,,,,Makassar,22500000
Toyota,Avanza,2012,Manual,Bensin,175556.0,Hitam,Semarang,36700000
Mercedes-Benz,GLA,2014,Automatic,Bensin,210815.0,Biru,Bandung,166100000
Toyota,Agya,2012,Automatic,Bensin,127935.0,Abu-abu,Makassar,25900000
Toyota,Avanza,2010,Manual,Bensin,213658.0,Putih,Medan,25500000
Honda,BR-V,2020,Manual,Bensin,68715.0,Merah,Makassar,141000000
Suzuki,Baleno,2011,Manual,Bensin,155914.0,Hitam,Surabaya,34500000
Toyota,Innova,2015,Manual,Bensin,100266.0,,Yogyakarta,109300000
Toyota,Agya,2021,Manual,Bensin,74015.0,Silver,Semarang,87800000
Daihatsu,Gran Max,2010,Manual,Bensin,262078.0,Silver,Medan,17800000
Toyota,Fortuner,2013,Automatic,Diesel,216646.0,Abu-abu,Medan,105000000
Suzuki,XL7,2015,Manual,Bensin,151719.0,Hitam,Jakarta,67900000
Suzuki,XL7,2015,Automatic,Bensin,130533.0,Hitam,Bandung,76300000
Mitsubishi,Pajero Sport,2020,Manual,Diesel,69537.0,Putih,Semarang,260500000
Honda,City,2015,Manual,Bensin,133676.0,Putih,Bali,73900000
Suzuki,Carry,2010,Manual,Bensin,170427.0,Putih,Semarang,21000000
Honda,BR-V,2008,Automatic,Bensin,288631.0,Abu-abu,Bali,24400000
Mitsubishi,Triton,2008,Automatic,Bensin,144734.0,Hitam,Bandung,42500000
Mercedes-Benz,GLA,2014,Automatic,Diesel,170219.0,Silver,Bandung,184700000
Honda,HR-V,2017,Automatic,Bensin,156459.0,Silver,Bali,132300000
Toyota,Calya,2008,Manual,Bensin,227232.0,Silver,Bali,16200000
Nissan,X-Trail,2020,Manual,Bensin,89899.0,Hitam,Bali,240900000
Mercedes-Benz,E-Class,2023,Automatic,Bensin,32080.0,Hitam,Yogyakarta,1042000000
Suzuki,Baleno,2015,Manual,Bensin,112604.0,Biru,Jakarta,61500000
Suzuki,Ertiga,2017,Manual,Bensin,132889.0,Putih,Surabaya,74900000
Toyota,Rush,2010,Manual,Bensin,255159.0,Silver,Bali,31500000
Honda,HR-V,2013,Manual,Bensin,170137.0,Abu-abu,Jakarta,58300000
Honda,Brio,2015,Automatic,Bensin,197790.0,Abu-abu,Semarang,45400000
BMW,X5,2008,Automatic,Diesel,208967.0,Merah,Bali,169100000
Suzuki,Carry,2010,Manual,Bensin,247287.0,Merah,Semarang,18600000
Suzuki,Ertiga,2020,Manual,Diesel,58469.0,Hitam,Semarang,118500000
Toyota,Agya,2022,Manual,Bensin,24787.0,Silver,Medan,104300000
BMW,Seri 3,2017,Automatic,Bensin,108693.0,Biru,Yogyakarta,324200000
Mitsubishi,Triton,2012,Automatic,Diesel,212794.0,Abu-abu,Semarang,68600000
Suzuki,Carry,2019,Manual,Bensin,94528.0,Putih,Bali,74700000
Toyota,Innova,2016,Manual,Bensin,110876.0,,Medan,117100000
Toyota,Agya,2016,Matic,Bensin,,,Makassar,50200000
Suzuki,Ertiga,2009,Manual,Bensin,204773.0,Merah,Bandung,25500000
Toyota,Yaris,2009,Manual,Diesel,283286.0,Merah,Bali,27600000
Suzuki,Baleno,2021,Manual,Bensin,28735.0,Putih,Medan,141300000
BMW,Seri 5,2018,Matic,Bensin,115086.0,Hitam,Jakarta,474700000
BMW,Seri 3,2008,Automatic,Bensin,303015.0,Abu-abu,Medan,66600000
Honda,HR-V,2009,Manual,Diesel,297481.0,Biru,Jakarta,37600000
Honda,Mobilio,2008,Manual,Bensin,299500.0,Merah,Makassar,16600000
Toyota,Avanza,2013,Manual,Bensin,206820.0,Abu-abu,Medan,42600000
Toyota,Innova,2015,Manual,Bensin,185863.0,Merah,Medan,94100000
Toyota,Yaris,2019,Automatic,Bensin,46915.0,Abu-abu,Makassar,111800000
Toyota,Avanza,2017,Manual,Diesel,115647.0,Hitam,Semarang,73900000
Toyota,Fortuner,2016,Automatic,Diesel,131862.0,Biru,Surabaya,177900000
Mercedes-Benz,C-Class,2012,Automatic,Bensin,168615.0,Putih,Bali,165200000
Daihatsu,Terios,2013,MT,Bensin,151410.0,Silver,Jakarta,42200000
Honda,Jazz,2018,Manual,Bensin,164299.0,Biru,Semarang,82700000
Toyota,Calya,2022,Automatic,Bensin,44015.0,Silver,Bandung,114600000
Suzuki,Baleno,2014,Manual,Bensin,217956.0,Merah,Bandung,50100000
Mitsubishi,Triton,2021,Manual,Bensin,35387.0,Abu-abu,Yogyakarta,263800000
Daihatsu,Sigra,2016,Manual,Bensin,241685.0,Abu-abu,Surabaya,37300000
Suzuki,Carry,2010,Manual,Bensin,202489.0,Merah,Yogyakarta,19800000
Honda,CR-V,2010,Manual,Bensin,306843.0,Merah,Bali,45300000
Honda,Jazz,2009,Manual,Bensin,272919.0,Biru,Makassar,24100000
Toyota,Calya,2012,Manual,Bensin,199112.0,Silver,Bali,25000000
Nissan,X-Trail,2023,Manual,Bensin,37712.0,Merah,Semarang,325700000
Daihatsu,Sigra,2010,Automatic,Bensin,279134.0,Merah,Surabaya,18900000
Toyota,Yaris,2018,Manual,Bensin,52344.0,Biru,Surabaya,99400000
Honda,Mobilio,2015,Manual,Bensin,179330.0,Biru,Medan,56000000
Daihatsu,Xenia,2015,Manual,Bensin,112336.0,Biru,Bandung,47100000
Honda,City,2015,Manual,Bensin,66866.0,Hitam,Jakarta,90800000
Toyota,Agya,2010,Automatic,Diesel,144803.0,Merah,Surabaya,22500000
Daihatsu,Xenia,2017,Manual,Bensin,104840.0,Biru,Makassar,66700000
Toyota,Avanza,2016,Manual,Bensin,124191.0,Abu-abu,Bandung,58000000
Honda,HR-V,2017,Automatic,Bensin,118908.0,Biru,Surabaya,135400000
Daihatsu,Terios,2010,Manual,Bensin,198013.0,Hitam,Makassar,33300000
Honda,Brio,2008,Manual,Bensin,186840.0,Abu-abu,Semarang,16600000
Toyota,Fortuner,2019,Manual,Diesel,118556.0,Silver,Bandung,251100000
Daihatsu,Terios,2016,Manual,Bensin,153976.0,Abu-abu,Yogyakarta,68700000
Toyota,Innova,2023,Manual,Bensin,38872.0,Putih,Jakarta,336500000
Daihatsu,Terios,2011,Manual,Bensin,329730.0,Abu-abu,Jakarta,30900000
Suzuki,Ignis,2020,Automatic,Bensin,27224.0,Biru,Medan,102100000
Toyota,Agya,2021,Manual,Bensin,48651.0,Abu-abu,Semarang,98300000
Toyota,Innova,2018,Manual,Diesel,119504.0,Hitam,Bandung,15320000000
Mitsubishi,Pajero Sport,2021,Automatic,Diesel,52948.0,Abu-abu,Surabaya,417700000
BMW,Seri 5,2008,Manual,Bensin,241379.0,Biru,Makassar,106800000
Toyota,Agya,2023,Manual,Bensin,38749.0,Hitam,Bandung,115300000
Daihatsu,Terios,2021,Automatic,Bensin,78963.0,Hitam,Yogyakarta,151400000
Nissan,Grand Livina,2017,Automatic,Bensin,133524.0,Biru,Makassar,68900000
Suzuki,XL7,2012,Manual,Bensin,213994.0,Abu-abu,Semarang,44900000
Daihatsu,Sigra,2012,Manual,Bensin,123742.0,Silver,Yogyakarta,29700000
Toyota,Rush,2017,Manual,Bensin,120783.0,Merah,Bali,73700000
Toyota,Calya,2009,Automatic,Bensin,284215.0,Abu-abu,Yogyakarta,18200000
Honda,Mobilio,2022,Manual,Bensin,40547.0,Merah,Bandung,148200000
Daihatsu,Xenia,2023,Manual,Bensin,48262.0,Putih,Jakarta,160900000
Mitsubishi,Triton,2011,Manual,Diesel,189570.0,Biru,Semarang,58600000
Daihatsu,Xenia,2010,Automatic,Bensin,153479.0,Abu-abu,Surabaya,27400000
Toyota,Agya,2016,Automatic,Bensin,153959.0,Silver,Makassar,47000000
Toyota,Yaris,2015,Manual,Bensin,37959.0,Putih,Medan,61900000
Toyota,Avanza,2021,Manual,Bensin,66025.0,Silver,Bali,112500000
Honda,Mobilio,2013,Automatic,Bensin,145652.0,Merah,Jakarta,47700000
Mitsubishi,Xpander,2012,Manual,Bensin,185886.0,Biru,Medan,45800000
Toyota,Innova,2022,Automatic,Bensin,10314.0,Merah,Jakarta,309900000
Toyota,Calya,2014,Automatic,Bensin,153373.0,Abu-abu,Bandung,39200000
Nissan,X-Trail,2012,Automatic,Diesel,156159.0,Putih,Medan,81800000
Daihatsu,Gran Max,2022,Automatic,Bensin,55382.0,Hitam,Medan,119600000
Honda,Mobilio,2015,Manual,Bensin,196592.0,Silver,Makassar,59700000
Mercedes-Benz,GLA,2008,Automatic,Bensin,207218.0,Merah,Yogyakarta,75700000
Toyota,Yaris,2015,Manual,Diesel,36013.0,Hitam,Surabaya,74300000
Mitsubishi,Xpander,2022,Matic,Bensin,27186.0,Abu-abu,Semarang,198300000
Nissan,X-Trail,2008,Automatic,Diesel,161958.0,Merah,Semarang,43100000
Honda,Mobilio,2018,MT,Bensin,110176.0,Merah,Bali,93700000
Mitsubishi,Pajero Sport,2021,,,,,Surabaya,379700000
Toyota,Yaris,2022,MT,Bensin,46948.0,Hitam,Medan,173800000
Toyota,Rush,2022,Automatic,Bensin,23361.0,Hitam,Semarang,179100000
Daihatsu,Sigra,2022,Manual,Bensin,32284.0,Silver,Bali,109500000
Mitsubishi,Pajero Sport,2019,Automatic,Bensin,99382.0,Biru,Semarang,244600000
